date,hour,elspot_DK1,elspot_DK2,elbas_DK1,elbas_DK2
01-01-2013,00,1199.8,1242.9,0.0,0.0
01-01-2013,01,1192.3,1191.5,0.0,0.0
01-01-2013,02,1194.9,1136.5,0.0,0.0
01-01-2013,03,1212.9,1082.6,0.0,0.0
01-01-2013,04,1216.1,1034.5,0.0,0.0
01-01-2013,05,1290.7,1024.1,0.0,0.0
01-01-2013,06,1361.7,1062.7,75.0,0.0
01-01-2013,07,1477.4,1099.1,100.0,0.0
01-01-2013,08,1530.3,1129.9,75.0,0.0
01-01-2013,09,1662.7,1205.6,0.0,0.0
01-01-2013,10,1754.6,1291.0,0.0,0.0
01-01-2013,11,1805.6,1351.7,0.0,50.0
01-01-2013,12,1788.8,1384.8,0.0,50.0
01-01-2013,13,1748.9,1390.9,0.0,50.0
01-01-2013,14,1698.0,1400.5,0.0,59.0
01-01-2013,15,1703.2,1447.0,0.0,80.0
01-01-2013,16,1881.4,1617.2,0.0,30.0
01-01-2013,17,2113.5,1733.8,164.0,62.0
01-01-2013,18,2557.0,2311.6,0.0,30.0
01-01-2013,19,2565.5,2209.9,152.0,0.8
01-01-2013,20,1716.6,1519.7,1.0,37.7
01-01-2013,21,1546.7,1416.7,0.0,40.0
01-01-2013,22,1411.7,1316.2,70.0,6.0
01-01-2013,23,1310.7,1208.4,15.0,0.0
02-01-2013,00,1270.5,1102.9,15.0,0.0
02-01-2013,01,1238.1,1040.6,15.0,0.0
02-01-2013,02,1204.0,1008.9,0.0,0.0
02-01-2013,03,1197.1,1011.3,0.0,0.0
02-01-2013,04,1218.7,1027.5,0.0,0.0
02-01-2013,05,1352.4,1113.4,0.0,0.0
02-01-2013,06,1751.1,1393.0,263.5,0.0
02-01-2013,07,2678.5,2259.5,0.5,0.0
02-01-2013,08,2997.0,2369.6,0.0,0.0
02-01-2013,09,2948.0,2394.3,0.0,0.0
02-01-2013,10,2927.7,2419.7,0.0,0.0
02-01-2013,11,2837.9,2419.7,0.0,0.0
02-01-2013,12,2727.8,2395.4,0.0,0.0
02-01-2013,13,2656.7,2389.7,0.0,15.0
02-01-2013,14,2637.4,2365.9,0.0,0.0
02-01-2013,15,2598.9,2352.1,0.0,0.0
02-01-2013,16,2752.7,2476.5,0.0,0.0
02-01-2013,17,3069.3,2623.8,0.0,0.0
02-01-2013,18,2971.3,2543.0,0.0,25.0
02-01-2013,19,2809.4,2406.5,0.0,0.0
02-01-2013,20,2575.1,2269.5,0.0,0.0
02-01-2013,21,2314.8,2146.0,0.0,0.0
02-01-2013,22,2092.9,1998.6,0.0,0.0
02-01-2013,23,1459.6,1261.5,0.0,0.0
03-01-2013,00,1176.0,1113.9,0.0,0.0
03-01-2013,01,1126.2,1054.3,0.0,0.0
03-01-2013,02,1082.0,1027.4,0.0,0.0
03-01-2013,03,1065.4,1021.4,0.0,0.0
03-01-2013,04,1105.5,1039.3,0.0,0.0
03-01-2013,05,1244.2,1129.8,0.0,0.0
03-01-2013,06,1559.2,1425.6,0.0,0.0
03-01-2013,07,2042.7,1731.3,7.0,0.0
03-01-2013,08,2164.0,1846.1,0.0,0.0
03-01-2013,09,2495.6,2128.5,0.0,147.0
03-01-2013,10,2424.1,2473.1,0.0,50.0
03-01-2013,11,2389.9,2456.3,0.0,50.0
03-01-2013,12,2317.5,2434.4,0.0,0.0
03-01-2013,13,2313.8,2431.6,0.0,0.0
03-01-2013,14,2271.2,2404.0,0.4,100.0
03-01-2013,15,2218.5,2404.6,0.6,0.0
03-01-2013,16,2317.6,2532.7,0.0,0.0
03-01-2013,17,2480.4,2671.4,0.0,0.0
03-01-2013,18,2385.3,2585.0,0.0,0.0
03-01-2013,19,2250.9,2447.0,0.7,0.0
03-01-2013,20,2057.0,2305.6,0.0,0.0
03-01-2013,21,1933.9,2167.6,11.0,0.0
03-01-2013,22,1764.1,1683.1,7.0,0.0
03-01-2013,23,1257.4,1299.2,0.0,0.0
04-01-2013,00,1124.6,1129.3,0.0,0.0
04-01-2013,01,1138.6,1076.3,0.0,0.0
04-01-2013,02,1179.5,1049.2,0.0,0.0
04-01-2013,03,1167.9,1047.9,0.0,0.0
04-01-2013,04,1235.4,1065.4,0.0,0.0
04-01-2013,05,1362.4,1159.4,10.0,0.0
04-01-2013,06,1741.7,1431.6,428.0,10.0
04-01-2013,07,2383.2,2336.6,100.5,0.0
04-01-2013,08,2809.2,2440.3,10.0,10.0
04-01-2013,09,2767.6,2464.7,10.0,10.0
04-01-2013,10,2764.6,2475.1,0.0,0.0
04-01-2013,11,2680.5,2468.7,0.0,50.0
04-01-2013,12,2501.7,2427.9,0.0,50.0
04-01-2013,13,2385.7,2402.2,0.0,50.0
04-01-2013,14,2314.6,1841.4,40.0,150.0
04-01-2013,15,2097.6,1789.3,92.0,46.0
04-01-2013,16,2351.7,2401.8,0.0,42.0
04-01-2013,17,2475.2,2623.7,0.0,25.0
04-01-2013,18,2375.5,2546.1,0.0,25.0
04-01-2013,19,2188.7,2394.6,0.7,25.0
04-01-2013,20,1992.3,2245.8,50.0,25.0
04-01-2013,21,1935.6,1925.0,0.0,25.0
04-01-2013,22,1660.0,1437.1,7.0,175.0
04-01-2013,23,1311.2,1305.5,0.0,25.0
05-01-2013,00,1117.9,1125.4,30.0,15.0
05-01-2013,01,1073.3,1048.4,60.1,35.0
05-01-2013,02,1036.7,1007.5,25.0,3.0
05-01-2013,03,1065.3,994.1,34.0,10.0
05-01-2013,04,1081.6,999.9,62.0,60.0
05-01-2013,05,1196.2,1026.0,35.0,60.0
05-01-2013,06,1384.7,1072.7,0.0,60.0
05-01-2013,07,1715.9,1224.0,0.0,50.0
05-01-2013,08,1958.1,1375.8,0.0,50.0
05-01-2013,09,2543.9,2081.8,0.0,0.0
05-01-2013,10,2794.0,2161.6,0.0,0.0
05-01-2013,11,2762.7,2187.0,0.0,60.0
05-01-2013,12,2705.4,2178.0,40.0,31.0
05-01-2013,13,2652.7,2123.8,50.0,90.0
05-01-2013,14,2395.1,2092.7,130.0,139.0
05-01-2013,15,2657.2,2171.4,50.0,120.0
05-01-2013,16,2850.1,2300.7,60.0,60.0
05-01-2013,17,3003.7,2432.1,61.0,0.0
05-01-2013,18,2920.5,2363.7,75.0,100.0
05-01-2013,19,2720.5,2214.8,60.0,150.0
05-01-2013,20,2544.0,2125.2,60.0,90.0
05-01-2013,21,2367.7,2022.4,50.0,100.0
05-01-2013,22,2208.8,1923.5,40.0,100.0
05-01-2013,23,2077.9,1822.4,11.0,90.0
06-01-2013,00,1366.8,1116.9,15.0,0.0
06-01-2013,01,1220.9,1039.2,16.5,0.0
06-01-2013,02,1104.7,993.8,0.0,0.0
06-01-2013,03,1052.7,971.4,54.0,0.0
06-01-2013,04,1050.4,965.6,54.0,0.0
06-01-2013,05,1094.8,983.4,0.0,0.0
06-01-2013,06,1231.8,1035.6,0.0,0.0
06-01-2013,07,1385.9,1143.3,10.0,0.0
06-01-2013,08,1549.4,1256.9,0.0,0.0
06-01-2013,09,1645.7,1378.0,0.0,0.0
06-01-2013,10,1661.8,1454.8,54.6,0.0
06-01-2013,11,2198.5,1725.0,0.0,0.0
06-01-2013,12,2115.7,1487.9,0.0,0.0
06-01-2013,13,1577.5,1480.7,0.0,0.0
06-01-2013,14,1586.0,1467.8,0.0,0.0
06-01-2013,15,1629.0,1496.3,40.0,0.0
06-01-2013,16,1848.5,1647.7,10.0,0.0
06-01-2013,17,2164.0,1826.9,21.0,0.0
06-01-2013,18,2625.1,2043.7,10.4,0.0
06-01-2013,19,2782.2,2276.1,30.0,1.4
06-01-2013,20,2675.3,2126.8,30.0,35.0
06-01-2013,21,2632.4,1442.9,80.0,20.0
06-01-2013,22,2676.7,1885.9,30.0,0.0
06-01-2013,23,1613.8,1165.2,30.0,0.0
07-01-2013,00,1613.7,1114.4,0.0,0.0
07-01-2013,01,1533.5,1051.8,0.0,0.0
07-01-2013,02,1490.6,1025.4,0.0,0.0
07-01-2013,03,1490.2,1025.0,0.0,0.0
07-01-2013,04,1582.4,1063.3,0.0,0.0
07-01-2013,05,1766.5,1158.6,0.0,0.0
07-01-2013,06,2699.6,2041.6,0.0,0.0
07-01-2013,07,3614.1,2157.6,150.0,40.0
07-01-2013,08,3763.7,2253.8,0.0,30.0
07-01-2013,09,3798.8,2263.9,0.0,60.0
07-01-2013,10,3819.0,2269.0,0.0,34.0
07-01-2013,11,3807.4,2279.0,0.0,45.0
07-01-2013,12,3783.4,2301.5,9.0,59.0
07-01-2013,13,3783.4,2284.1,12.0,70.0
07-01-2013,14,3757.3,2300.6,16.0,50.0
07-01-2013,15,3712.8,2369.2,18.0,105.0
07-01-2013,16,3818.7,2298.2,49.7,140.0
07-01-2013,17,3746.9,2463.0,50.0,140.0
07-01-2013,18,3441.7,2554.4,5.9,80.0
07-01-2013,19,3227.9,2411.7,5.9,150.0
07-01-2013,20,3028.6,2273.8,20.0,20.0
07-01-2013,21,2821.3,2142.8,15.0,0.0
07-01-2013,22,2649.4,2008.9,10.0,0.0
07-01-2013,23,2481.9,1855.7,15.0,0.0
08-01-2013,00,1670.0,1118.0,0.0,0.0
08-01-2013,01,1901.4,1060.9,0.0,0.0
08-01-2013,02,1613.1,1395.3,0.0,0.0
08-01-2013,03,1885.4,1019.9,0.0,0.0
08-01-2013,04,1621.2,1049.0,0.0,0.0
08-01-2013,05,1765.9,1142.8,0.0,0.0
08-01-2013,06,2933.7,2025.4,1.0,0.0
08-01-2013,07,3257.0,2354.4,16.0,0.0
08-01-2013,08,3377.1,2443.9,0.0,0.0
08-01-2013,09,3367.2,2464.0,11.9,30.0
08-01-2013,10,3406.3,2491.8,21.9,0.0
08-01-2013,11,3384.5,2476.4,63.9,0.0
08-01-2013,12,3326.1,2410.7,3.9,49.1
08-01-2013,13,3367.1,2408.9,0.0,0.0
08-01-2013,14,3337.4,2392.1,0.0,0.0
08-01-2013,15,3317.0,2387.2,4.4,55.0
08-01-2013,16,3437.8,2484.5,3.9,94.1
08-01-2013,17,3651.2,2524.3,20.0,0.0
08-01-2013,18,3503.7,2619.8,23.9,0.0
08-01-2013,19,3314.1,2466.0,33.0,0.0
08-01-2013,20,2976.6,2337.8,0.0,0.0
08-01-2013,21,2768.0,2208.8,0.0,0.0
08-01-2013,22,2572.0,2069.4,0.0,0.0
08-01-2013,23,1723.6,1344.1,0.0,0.0
09-01-2013,00,2306.5,1715.5,0.4,0.0
09-01-2013,01,2059.1,1063.2,0.0,0.0
09-01-2013,02,1344.5,1020.2,0.0,0.0
09-01-2013,03,1500.5,1015.8,0.0,0.0
09-01-2013,04,1332.0,1040.1,0.0,0.0
09-01-2013,05,2234.5,1700.4,0.0,0.0
09-01-2013,06,2744.4,2015.2,70.0,0.0
09-01-2013,07,3245.1,2304.2,70.0,57.0
09-01-2013,08,3395.5,2405.6,70.0,125.0
09-01-2013,09,3343.3,2432.7,89.0,86.0
09-01-2013,10,3356.1,2458.5,72.0,82.0
09-01-2013,11,3273.3,2448.5,5.0,0.0
09-01-2013,12,3132.2,2434.3,20.0,10.0
09-01-2013,13,3054.0,2433.8,45.0,10.0
09-01-2013,14,2757.9,2413.8,60.0,20.0
09-01-2013,15,2658.5,2393.7,60.0,10.0
09-01-2013,16,2749.3,2493.7,60.0,5.0
09-01-2013,17,2904.7,2640.1,50.0,0.0
09-01-2013,18,2954.4,2565.5,86.0,0.0
09-01-2013,19,2777.6,2419.1,126.0,10.0
09-01-2013,20,2639.0,2294.2,105.0,10.0
09-01-2013,21,2503.1,2162.4,135.0,25.0
09-01-2013,22,2299.5,2014.0,1.0,5.0
09-01-2013,23,1440.7,1275.8,0.0,0.0
10-01-2013,00,1322.7,1145.9,0.0,0.0
10-01-2013,01,1281.1,1081.1,0.0,0.0
10-01-2013,02,1266.0,1050.4,0.0,0.0
10-01-2013,03,1279.2,1042.5,0.0,0.0
10-01-2013,04,1331.7,1076.7,0.0,0.0
10-01-2013,05,1463.7,1163.5,0.0,0.0
10-01-2013,06,1851.7,1445.4,0.0,0.0
10-01-2013,07,3213.8,2318.1,0.0,0.0
10-01-2013,08,3376.7,2428.7,0.0,0.0
10-01-2013,09,3361.4,2447.5,3.0,0.0
10-01-2013,10,3386.3,2458.8,0.0,0.0
10-01-2013,11,3355.7,2437.5,30.0,0.0
10-01-2013,12,3285.8,2422.3,180.0,0.0
10-01-2013,13,3284.1,2420.4,119.0,0.0
10-01-2013,14,3243.9,2417.1,82.5,9.0
10-01-2013,15,3184.6,2425.3,56.0,86.0
10-01-2013,16,3280.5,2547.7,80.6,0.0
10-01-2013,17,3486.5,2691.5,115.1,0.0
10-01-2013,18,3344.7,2618.8,62.0,0.0
10-01-2013,19,3343.5,2477.9,70.0,0.0
10-01-2013,20,3186.1,2331.6,165.2,0.0
10-01-2013,21,3041.8,2198.8,90.0,0.0
10-01-2013,22,2882.0,2046.6,70.0,0.0
10-01-2013,23,2506.2,1305.5,70.0,0.0
11-01-2013,00,1696.1,1178.8,14.0,0.0
11-01-2013,01,1284.5,1113.1,12.0,0.0
11-01-2013,02,1220.0,1082.8,12.0,0.0
11-01-2013,03,1226.0,1085.3,24.0,0.0
11-01-2013,04,1269.9,1116.1,0.0,0.0
11-01-2013,05,1695.2,1199.4,2.0,0.0
11-01-2013,06,2987.3,2065.2,0.0,0.0
11-01-2013,07,3428.3,2362.9,0.0,30.0
11-01-2013,08,3562.5,2452.1,16.0,0.0
11-01-2013,09,3549.7,2467.9,20.0,95.0
11-01-2013,10,3576.2,2476.1,50.0,69.0
11-01-2013,11,3328.8,2458.6,60.0,160.0
11-01-2013,12,3435.4,2435.3,195.0,270.0
11-01-2013,13,3171.5,2413.0,90.0,285.0
11-01-2013,14,3309.3,2380.2,110.0,265.0
11-01-2013,15,3291.2,2399.8,55.0,219.5
11-01-2013,16,3421.7,2517.6,73.0,240.7
11-01-2013,17,3610.9,2656.7,65.0,331.7
11-01-2013,18,3503.7,2594.1,0.0,211.0
11-01-2013,19,3287.5,2426.2,106.0,135.0
11-01-2013,20,3097.8,2269.7,105.0,141.0
11-01-2013,21,2961.0,2142.1,50.0,183.0
11-01-2013,22,2808.8,2025.3,0.0,334.0
11-01-2013,23,2217.7,1516.7,40.0,291.0
12-01-2013,00,2238.8,1195.2,0.0,30.0
12-01-2013,01,1690.4,1115.7,0.0,25.0
12-01-2013,02,1211.3,1068.4,0.0,30.0
12-01-2013,03,1273.7,1063.0,0.0,30.0
12-01-2013,04,1200.8,1061.6,0.0,30.0
12-01-2013,05,1257.2,1074.6,12.0,0.0
12-01-2013,06,1510.8,1159.6,70.0,50.0
12-01-2013,07,1916.7,1385.3,40.0,15.0
12-01-2013,08,2834.3,2118.1,35.0,0.0
12-01-2013,09,3540.4,2226.3,40.0,10.0
12-01-2013,10,3603.8,2266.4,42.0,0.0
12-01-2013,11,3615.7,2277.3,10.0,0.0
12-01-2013,12,3560.6,2248.4,30.0,0.0
12-01-2013,13,3528.0,2231.9,0.0,50.0
12-01-2013,14,3518.6,2224.4,20.0,50.0
12-01-2013,15,3549.7,2306.4,30.0,50.0
12-01-2013,16,3729.0,2177.8,40.0,0.0
12-01-2013,17,3855.5,2287.8,30.0,20.0
12-01-2013,18,3815.7,2359.6,70.0,30.0
12-01-2013,19,3659.9,2337.3,0.0,0.0
12-01-2013,20,3465.3,2210.8,52.0,0.0
12-01-2013,21,3389.5,1733.3,50.0,0.0
12-01-2013,22,3177.4,1999.2,35.7,0.0
12-01-2013,23,1885.5,1329.9,30.0,0.0
13-01-2013,00,1548.2,1206.8,7.0,25.0
13-01-2013,01,1450.3,1127.9,0.0,0.0
13-01-2013,02,1399.9,1076.4,0.0,0.0
13-01-2013,03,1378.9,1056.0,0.0,0.0
13-01-2013,04,1398.1,1051.5,0.0,0.0
13-01-2013,05,1457.9,1070.8,0.0,0.0
13-01-2013,06,1578.7,1143.5,0.0,0.0
13-01-2013,07,1737.0,1263.7,0.0,0.0
13-01-2013,08,1949.9,1397.2,7.0,0.0
13-01-2013,09,2042.6,1507.4,7.0,0.0
13-01-2013,10,2108.0,1579.6,20.0,0.0
13-01-2013,11,2306.4,1591.5,108.0,0.0
13-01-2013,12,2126.5,1594.5,161.0,0.0
13-01-2013,13,2111.4,1587.6,20.0,0.0
13-01-2013,14,2114.6,1581.5,20.0,0.0
13-01-2013,15,2159.8,1611.9,20.0,0.0
13-01-2013,16,2325.7,1737.2,20.0,0.0
13-01-2013,17,3395.7,1953.8,21.0,0.0
13-01-2013,18,3406.9,2463.2,0.0,99.0
13-01-2013,19,3231.1,2354.9,1.0,0.0
13-01-2013,20,3078.1,1939.4,50.6,0.0
13-01-2013,21,2330.9,1538.9,52.0,0.0
13-01-2013,22,2676.1,1769.6,100.0,0.0
13-01-2013,23,1693.0,1276.0,0.0,0.0
14-01-2013,00,1471.1,1172.5,0.0,0.0
14-01-2013,01,1380.9,1111.8,0.0,0.0
14-01-2013,02,1352.4,1077.6,0.0,0.0
14-01-2013,03,1355.1,1078.1,0.0,0.0
14-01-2013,04,1397.0,1118.4,0.0,0.0
14-01-2013,05,1568.4,1239.0,0.0,0.0
14-01-2013,06,2687.3,1528.1,1.0,0.0
14-01-2013,07,3398.3,2452.0,0.0,50.0
14-01-2013,08,3206.6,2415.4,0.0,33.0
14-01-2013,09,3410.8,2442.1,0.0,0.0
14-01-2013,10,3368.3,2416.7,0.2,0.0
14-01-2013,11,3782.2,2157.3,60.0,0.0
14-01-2013,12,3724.2,2521.9,90.0,0.0
14-01-2013,13,3908.7,2357.9,262.0,0.0
14-01-2013,14,3883.8,2337.4,210.0,0.0
14-01-2013,15,3275.4,2411.2,353.0,50.0
14-01-2013,16,3233.2,2056.5,255.0,50.0
14-01-2013,17,3302.0,2187.9,122.0,15.0
14-01-2013,18,3547.1,2549.1,112.0,50.0
14-01-2013,19,3571.2,2548.1,164.0,0.0
14-01-2013,20,3391.3,2406.1,90.0,0.0
14-01-2013,21,3559.4,2265.9,102.0,0.0
14-01-2013,22,3374.2,2108.0,80.0,0.0
14-01-2013,23,2074.8,1362.8,160.0,0.0
15-01-2013,00,1967.6,1827.3,0.0,0.0
15-01-2013,01,1455.0,1169.1,0.0,0.0
15-01-2013,02,1402.0,1131.0,0.0,34.0
15-01-2013,03,1397.4,1132.1,0.0,0.0
15-01-2013,04,1422.7,1164.7,0.0,0.0
15-01-2013,05,1604.0,1257.8,0.0,37.0
15-01-2013,06,3022.6,2177.0,1.0,0.0
15-01-2013,07,3642.4,2455.9,0.0,0.0
15-01-2013,08,3553.0,2551.7,165.0,0.0
15-01-2013,09,3756.1,2570.2,0.0,57.0
15-01-2013,10,3782.2,2570.6,20.0,50.0
15-01-2013,11,3753.7,2528.1,100.0,206.0
15-01-2013,12,3878.1,2511.6,122.0,120.0
15-01-2013,13,3883.5,2519.3,115.0,100.0
15-01-2013,14,3852.0,2492.4,89.6,132.0
15-01-2013,15,3791.2,2486.8,40.0,137.0
15-01-2013,16,3621.1,2599.4,118.0,130.0
15-01-2013,17,3548.8,2756.6,141.0,158.0
15-01-2013,18,3984.1,2742.8,35.0,150.0
15-01-2013,19,3779.7,2554.9,30.0,130.0
15-01-2013,20,3509.2,2392.8,25.0,160.0
15-01-2013,21,3308.1,2255.4,22.0,143.0
15-01-2013,22,3094.3,2091.7,15.0,154.0
15-01-2013,23,2394.8,1922.9,184.0,0.0
16-01-2013,00,1626.5,1269.5,30.0,0.0
16-01-2013,01,1488.7,1201.4,0.0,0.0
16-01-2013,02,1468.3,1173.7,0.0,0.0
16-01-2013,03,1470.0,1181.6,0.0,0.0
16-01-2013,04,1506.8,1206.7,0.0,0.0
16-01-2013,05,1803.0,1301.9,0.0,0.0
16-01-2013,06,3298.2,2229.5,1.0,50.0
16-01-2013,07,3963.5,2554.0,0.0,50.0
16-01-2013,08,3911.7,2062.7,0.0,100.0
16-01-2013,09,4015.2,2660.8,15.3,150.0
16-01-2013,10,4357.7,2660.8,20.1,317.0
16-01-2013,11,4008.1,2647.2,15.0,270.0
16-01-2013,12,4296.3,2630.1,10.0,345.0
16-01-2013,13,4279.3,2601.9,20.0,401.8
16-01-2013,14,4239.5,2578.8,22.0,390.0
16-01-2013,15,4024.6,2570.1,19.0,135.0
16-01-2013,16,3787.2,2122.8,44.0,95.0
16-01-2013,17,3924.6,2865.9,85.0,170.0
16-01-2013,18,4360.2,2817.2,27.0,170.0
16-01-2013,19,4117.2,2627.7,30.0,170.0
16-01-2013,20,3834.3,2414.4,35.0,169.0
16-01-2013,21,3635.4,2279.5,111.0,282.0
16-01-2013,22,3406.2,2116.3,32.0,289.0
16-01-2013,23,2187.9,1379.4,25.0,205.0
17-01-2013,00,1756.0,1338.2,10.0,0.0
17-01-2013,01,1667.2,1264.7,10.0,40.0
17-01-2013,02,1639.2,1231.9,10.0,0.0
17-01-2013,03,1638.9,1237.7,10.0,110.0
17-01-2013,04,1684.8,1261.8,0.0,55.0
17-01-2013,05,1841.6,1348.7,1.3,0.0
17-01-2013,06,2262.5,1646.8,0.0,0.0
17-01-2013,07,3196.8,2004.3,0.0,2.0
17-01-2013,08,2918.7,2100.8,0.0,82.0
17-01-2013,09,3546.6,2076.6,0.0,82.0
17-01-2013,10,3578.5,2589.6,472.0,37.0
17-01-2013,11,3924.3,2591.4,0.0,32.0
17-01-2013,12,4022.3,2566.7,136.0,60.0
17-01-2013,13,3988.2,2567.5,156.0,60.0
17-01-2013,14,3749.0,2545.9,294.0,79.0
17-01-2013,15,3588.7,1988.3,18.0,60.0
17-01-2013,16,2880.0,2088.7,94.0,60.0
17-01-2013,17,3046.3,2224.5,118.0,2.0
17-01-2013,18,3801.2,2750.6,262.0,60.0
17-01-2013,19,4122.6,2610.0,16.0,20.0
17-01-2013,20,3946.0,2443.8,0.0,20.0
17-01-2013,21,3742.8,2313.8,0.0,20.0
17-01-2013,22,3503.9,2160.7,1.0,25.0
17-01-2013,23,2295.1,1431.2,0.0,0.0
18-01-2013,00,1639.3,1305.8,0.0,0.0
18-01-2013,01,1536.3,1239.0,0.0,0.0
18-01-2013,02,1486.6,1200.3,0.0,0.0
18-01-2013,03,1466.6,1192.0,0.0,0.0
18-01-2013,04,1496.3,1217.3,0.0,0.0
18-01-2013,05,1646.5,1317.0,20.0,0.0
18-01-2013,06,2833.3,2089.5,11.0,0.0
18-01-2013,07,3483.0,1983.4,0.0,0.0
18-01-2013,08,3240.0,1975.5,53.0,0.0
18-01-2013,09,3572.0,2494.6,89.1,70.0
18-01-2013,10,3574.7,2593.0,34.1,131.0
18-01-2013,11,3298.3,2543.4,42.1,118.0
18-01-2013,12,3373.6,2531.3,74.0,122.0
18-01-2013,13,3027.0,2496.5,20.0,0.0
18-01-2013,14,2910.0,2457.9,10.0,0.0
18-01-2013,15,2857.7,2428.5,10.0,0.0
18-01-2013,16,2958.9,2508.1,10.0,0.0
18-01-2013,17,3247.4,2619.6,89.0,0.0
18-01-2013,18,3102.0,2690.9,110.0,50.0
18-01-2013,19,2843.5,2494.3,2.0,0.0
18-01-2013,20,2614.2,2338.7,2.0,0.0
18-01-2013,21,1687.9,1617.8,242.0,0.0
18-01-2013,22,1526.8,1503.3,125.0,0.0
18-01-2013,23,1383.0,1394.5,654.0,364.0
19-01-2013,00,1224.9,1299.2,0.0,0.0
19-01-2013,01,1172.0,1223.3,0.0,0.0
19-01-2013,02,1136.2,1174.9,0.0,20.0
19-01-2013,03,1103.5,1153.0,0.0,0.0
19-01-2013,04,1116.9,1155.4,0.0,0.0
19-01-2013,05,1175.3,1181.3,0.0,0.0
19-01-2013,06,1360.5,1241.1,0.0,0.0
19-01-2013,07,1581.2,1373.6,20.0,0.0
19-01-2013,08,1744.3,1522.2,30.0,0.0
19-01-2013,09,2049.8,1814.4,30.0,0.0
19-01-2013,10,2416.5,2296.9,25.0,105.0
19-01-2013,11,2394.2,2316.4,19.0,40.0
19-01-2013,12,2341.2,2299.5,30.0,35.0
19-01-2013,13,2193.9,2275.1,35.0,48.0
19-01-2013,14,1735.6,1670.6,100.0,44.0
19-01-2013,15,1777.8,1684.8,125.0,144.0
19-01-2013,16,2088.9,1791.9,0.0,107.0
19-01-2013,17,2805.6,2564.8,0.0,85.0
19-01-2013,18,2731.1,2523.1,0.0,10.0
19-01-2013,19,2534.9,1991.6,9.0,0.0
19-01-2013,20,1789.2,1685.7,8.0,0.0
19-01-2013,21,1679.9,1581.8,40.0,0.0
19-01-2013,22,1536.3,1482.7,26.0,0.0
19-01-2013,23,1399.9,1385.2,0.0,0.0
20-01-2013,00,1414.0,1263.1,0.0,0.0
20-01-2013,01,1369.3,1189.4,0.0,0.0
20-01-2013,02,1370.6,1141.4,0.0,0.0
20-01-2013,03,1364.2,1117.3,0.0,0.0
20-01-2013,04,1375.5,1121.4,0.0,0.0
20-01-2013,05,1395.8,1144.4,0.0,40.0
20-01-2013,06,1491.3,1196.5,0.0,40.0
20-01-2013,07,1637.5,1297.9,0.0,0.0
20-01-2013,08,1744.5,1436.0,1.0,0.0
20-01-2013,09,1813.2,1542.3,0.0,0.0
20-01-2013,10,1835.2,1600.3,9.0,20.0
20-01-2013,11,2288.9,1632.4,33.0,0.0
20-01-2013,12,2135.2,1621.5,9.0,0.0
20-01-2013,13,1775.9,1608.8,9.0,40.0
20-01-2013,14,1745.7,1607.7,9.0,0.0
20-01-2013,15,1740.8,1635.2,50.0,0.0
20-01-2013,16,1843.2,1740.9,100.0,0.0
20-01-2013,17,2111.3,1952.0,100.0,0.0
20-01-2013,18,1993.9,1941.1,209.0,0.0
20-01-2013,19,1801.9,1836.0,189.0,0.0
20-01-2013,20,1632.9,1709.2,119.0,0.0
20-01-2013,21,1494.5,1591.7,0.0,0.0
20-01-2013,22,1333.9,1449.2,0.0,0.0
20-01-2013,23,1189.7,1313.5,0.0,0.0
21-01-2013,00,1177.5,1221.1,23.1,46.2
21-01-2013,01,1488.1,1217.7,0.0,53.8
21-01-2013,02,1349.1,1124.8,0.0,53.8
21-01-2013,03,1283.1,1126.0,0.0,53.8
21-01-2013,04,1446.1,1149.5,60.0,113.8
21-01-2013,05,1241.5,1254.9,0.0,38.0
21-01-2013,06,1626.6,1545.6,75.0,0.0
21-01-2013,07,2539.9,2430.7,75.0,0.0
21-01-2013,08,2680.7,2534.1,48.0,0.0
21-01-2013,09,2646.2,2560.4,146.8,80.0
21-01-2013,10,2678.9,2546.5,218.8,0.0
21-01-2013,11,2625.6,2540.4,128.8,0.0
21-01-2013,12,2467.3,2521.0,121.8,0.0
21-01-2013,13,2469.4,2510.5,131.0,0.0
21-01-2013,14,2442.5,2499.5,161.0,0.0
21-01-2013,15,2420.2,2484.1,140.0,0.0
21-01-2013,16,2498.0,2555.8,109.0,0.0
21-01-2013,17,2788.0,2752.8,15.0,0.0
21-01-2013,18,2664.9,2694.2,203.2,0.0
21-01-2013,19,2493.3,2560.1,214.0,0.0
21-01-2013,20,2315.7,2414.7,174.0,0.0
21-01-2013,21,2165.5,2281.3,84.0,0.0
21-01-2013,22,2092.6,2114.5,84.0,0.0
21-01-2013,23,1372.9,1373.7,0.0,0.0
22-01-2013,00,1559.1,1242.6,0.0,0.0
22-01-2013,01,1635.3,1184.4,0.0,0.0
22-01-2013,02,1312.0,1157.3,0.0,0.0
22-01-2013,03,1404.0,1158.7,0.0,0.0
22-01-2013,04,1318.2,1192.8,0.0,0.0
22-01-2013,05,1442.7,1291.1,0.0,0.0
22-01-2013,06,1834.9,1559.3,0.0,30.0
22-01-2013,07,3095.8,2426.3,30.0,25.0
22-01-2013,08,3273.9,2523.4,0.0,114.0
22-01-2013,09,3224.6,2550.7,0.0,78.0
22-01-2013,10,3240.8,2535.1,0.0,0.0
22-01-2013,11,3195.8,2519.4,35.0,0.0
22-01-2013,12,3111.2,2490.2,20.0,0.0
